date,date_posted,headline,text
2017-10-13,1096 days ,"build fast, fix later: speed hurts quality at tesla, some workers say","after tesla's model s sedans and model x suvs roll off the company's fremont, california assembly line, the electric vehicles usually make another stop - for repairs, nine current and former employees have told reuters."
2017-10-13,1096 days ,"rpt-insight-build fast, fix later: speed hurts quality at tesla, some workers say","after tesla's model s sedans and model x suvs roll off the company's fremont, california assembly line, the electric vehicles usually make another stop - for repairs, nine current and former employees have told reuters."
2017-10-13,1096 days ,tesla truck gets dhl order as shippers test semi,"deutsche post ag's  dhl and fortigo freight services inc, one of canada's largest fleet management companies, said on tuesday they had pre-ordered tesla inc's  electric truck unveiled earlier this month to test on limited routes."
2017-10-13,1096 days ,"dhl orders 10 tesla semi electric trucks, mainly for shorter routes","deutsche post ag's dhl and fortigo freight services inc, one of canada's largest fleet management companies, said on tuesday they have pre-ordered tesla inc's electric truck unveiled earlier this month to test on limited routes."
2017-10-13,1096 days ,tesla cranks up big battery in australia,"tesla inc  has completed construction of the world's largest lithium ion battery in australia, putting it on track to meet a 100-day deadline for switching the battery packs on, the south australian government said on thursday."
2017-10-13,1096 days ,tesla's unfettered ambition will drain finances: analysts,"tesla inc  may have to ask creditors and shareholders for more capital to fund development of an electric semi truck, a new roadster and accelerated production of a high-volume electric sedan, analysts said on friday."
2017-10-13,1096 days ,"j.b. hunt, wal-mart climb aboard tesla's electric truck","tesla inc  on friday got high-profile orders from wal-mart stores inc  and fleet operator j.b. hunt  for its future electric truck, but would-be customers indicated they are giving the big rig a try, not buying in volume."
2017-10-13,1096 days ,"new $200,000 tesla roadster speeds in front of electric big-rig truck","tesla inc  upstaged its own debut of an electric heavy duty truck on thursday when a red roadster pulled out of the big rig's trailer and chief executive elon musk said the new $200,000 sports car would be the fastest production car ever."
2017-10-13,1096 days ,"update 4-j.b. hunt, wal-mart climb aboard tesla's electric truck","tesla inc on friday got high-profile orders from wal-mart stores inc and fleet operator j.b. hunt for its future electric truck, but would-be customers indicated they are giving the big rig a try, not buying in volume."
2017-10-13,1096 days ,canadian grocery chain loblaw says has ordered 25 tesla electric trucks,"canadian grocery chain loblaw cos has placed an order for 25 of tesla inc's new electric heavy duty trucks, a loblaw spokeswoman said in a statement sent by email."
2017-10-13,1096 days ,brief-wal-mart says has preordered 5 of tesla's new electric trucks for u.s.,* wal-mart says has pre-ordered 5 units of tesla's new heavy-duty electric vehicle for the u.s. - statement
2017-10-13,1096 days ,electric cars not ready for mass production yet: toyota chairman to spiegel,"battery-powered cars are not ready for mass production yet, the chairman of japan's toyota motor corp told a german magazine, adding that he did not see u.s. electric vehicle pioneer tesla as a role model."
2017-10-13,1096 days ,brief-wal-mart says it has preordered 5 of tesla's new electric trucks - cnbc ,* wal-mart says it's preordered five of tesla's new electric trucks - cnbc source text:  further company coverage: ( bangalore.newsroom@thomsonreuters.com )
2017-10-13,1096 days ,brief-wal-mart says it's planning to test tesla's new electric trucks- cnbc,* wal-mart says it's planning to test tesla's new electric trucks- cnbc source text :  further company coverage:
2017-10-13,1096 days ,trucking company j.b. hunt reserves tesla trucks,trucking company j.b. hunt transport services inc said on friday it placed a reservation to purchase tesla inc's semi trucks.
2017-10-13,1096 days ,brief-j b hunt transport services inc reserves tesla trucks,* j b hunt transport services inc - placed a reservation to purchase multiple tesla semi tractors to be manufactured by tesla source text for eikon: further company coverage:
2017-10-13,1096 days ,tesla to unveil electric big-rig truck in midst of model 3 factory 'hell',"tesla inc on thursday will unveil a prototype electric big-rig truck, which may be able to drive itself, throwing the company into a new market even as it struggles to roll out an affordable sedan which is central to the company's future."
2017-10-13,1096 days ,"jurvetson quits vc firm dfj, on leave from tesla amid harassment probe",(this version of the november 13th story corrects paragraph 3 to remove incorrect reference to spacex being owned by tesla)
2017-10-13,1096 days ,tesla says it will fight lawsuit claiming racial discrimination,"tesla inc  said on wednesday it would fight a class-action lawsuit filed against it earlier this week claiming the electric automaker's california production plant was a ""hotbed for racist behavior."""
2017-10-13,1096 days ,"short-seller chanos adds to tesla bet, predicts ceo will leave","noted short-seller jim chanos of kynikos associates continued to add to his short position in electric car maker tesla inc  throughout the year even as the company's shares rallied, he said at the reuters global investment 2018 outlook summit on tuesday."
2017-10-13,1096 days ,tesla hit by class-action lawsuit claiming racial discrimination,"u.s. automaker tesla inc on monday was hit with a class-action lawsuit claiming its california production plant is a ""hotbed for racist behavior."""
2017-10-13,1096 days ,"turkey's erdogan, tesla's musk discuss cooperation with turkish firms","turkish president tayyip erdogan and tesla inc chief executive elon musk met on wednesday to discuss cooperation between tesla, spacex and turkish firms, turkey's presidential spokesman said."
2017-10-13,1096 days ,tesla buys automation equipment maker perbix,"electric car maker tesla inc  said on tuesday it agreed to buy privately held perbix machine co inc, which designs automated manufacturing equipment."
